Date,WMT
04/17/2023,0.4098
04/18/2023,0.399
04/19/2023,0.4125
04/20/2023,0.4141
04/21/2023,0.4196
04/22/2023,0.4058
04/23/2023,0.4026
04/24/2023,0.4005
04/25/2023,0.3926
04/26/2023,0.393
04/27/2023,0.3803
04/28/2023,0.3723
04/29/2023,0.359
04/30/2023,0.3435
05/01/2023,0.3792
05/02/2023,0.3804
05/03/2023,0.3809
05/04/2023,0.3928
05/05/2023,0.386
05/06/2023,0.4054
05/07/2023,0.3996
05/08/2023,0.3974
05/09/2023,0.3948
05/10/2023,0.3848
05/11/2023,0.3873
05/12/2023,0.3818
05/13/2023,0.3788
05/14/2023,0.3756
05/15/2023,0.3716
05/16/2023,0.3674
05/17/2023,0.3588
05/18/2023,0.3602
05/19/2023,0.358
05/20/2023,0.359
05/21/2023,0.3641
05/22/2023,0.355
05/23/2023,0.3582
05/24/2023,0.3653
05/25/2023,0.3659
05/26/2023,0.3581
05/27/2023,0.3581
05/28/2023,0.3476
05/29/2023,0.3467
05/30/2023,0.3556
05/31/2023,0.3613
06/01/2023,0.3672
06/02/2023,0.374
06/03/2023,0.3981
06/04/2023,0.4027
06/05/2023,0.3993
06/06/2023,0.4116
06/07/2023,0.4203
06/08/2023,0.4221
06/09/2023,0.4277
06/10/2023,0.4233
06/11/2023,0.4057
06/12/2023,0.4014
06/13/2023,0.4016
06/14/2023,0.4091
06/15/2023,0.4015
06/16/2023,0.4029
06/17/2023,0.3934
06/18/2023,0.3969
06/19/2023,0.3896
06/20/2023,0.3808
06/21/2023,0.3764
06/22/2023,0.3836
06/23/2023,0.3933
06/24/2023,0.3968
06/25/2023,0.3997
06/26/2023,0.3971
06/27/2023,0.3886
06/28/2023,0.3874
06/29/2023,0.3809
06/30/2023,0.3875
07/01/2023,0.3918
07/02/2023,0.3889
07/03/2023,0.3886
07/04/2023,0.3889
07/05/2023,0.3814
07/06/2023,0.3799
07/07/2023,0.3782
07/08/2023,0.3688
07/09/2023,0.3743
07/10/2023,0.3708
07/11/2023,0.3696
07/12/2023,0.3761
07/13/2023,0.4111
07/14/2023,0.4299
07/15/2023,0.4329
07/16/2023,0.4264
07/17/2023,0.414
07/18/2023,0.4006
07/19/2023,0.3809
07/20/2023,0.3802
07/21/2023,0.4006
07/22/2023,0.4054
07/23/2023,0.4054
07/24/2023,0.4069
07/25/2023,0.4059
07/26/2023,0.4057
07/27/2023,0.3996
07/28/2023,0.3976
07/29/2023,0.3946
07/30/2023,0.3854
07/31/2023,0.386
08/01/2023,0.383
08/02/2023,0.3782
08/03/2023,0.3919
08/04/2023,0.4242
08/05/2023,0.4391
08/06/2023,0.4669
08/07/2023,0.4658
08/08/2023,0.4826
08/09/2023,0.4575
08/10/2023,0.4591
08/11/2023,0.455
08/12/2023,0.4545
08/13/2023,0.4488
08/14/2023,0.446
08/15/2023,0.4422
08/16/2023,0.4212
08/17/2023,0.4169
08/18/2023,0.4025
08/19/2023,0.3938
08/20/2023,0.4
08/21/2023,0.4013
08/22/2023,0.4197
08/23/2023,0.4083
08/24/2023,0.4105
08/25/2023,0.4136
08/26/2023,0.4096
08/27/2023,0.4172
08/28/2023,0.4106
08/29/2023,0.4137
08/30/2023,0.4115
08/31/2023,0.4154
09/01/2023,0.4204
09/02/2023,0.4181
09/03/2023,0.4207
09/04/2023,0.4255
09/05/2023,0.4293
09/06/2023,0.4278
09/07/2023,0.4264
09/08/2023,0.4354
09/09/2023,0.4312
09/10/2023,0.4402
09/11/2023,0.4352
09/12/2023,0.4233
09/13/2023,0.4254
09/14/2023,0.4267
09/15/2023,0.4212
09/16/2023,0.4279
09/17/2023,0.4288
09/18/2023,0.4278
09/19/2023,0.4283
09/20/2023,0.4286
09/21/2023,0.4382
09/22/2023,0.4459
09/23/2023,0.472
09/24/2023,0.478
09/25/2023,0.4719
09/26/2023,0.4731
09/27/2023,0.4834
09/28/2023,0.4848
09/29/2023,0.493
09/30/2023,0.4899
10/01/2023,0.4742
10/02/2023,0.487
10/03/2023,0.4913
10/04/2023,0.5083
10/05/2023,0.5247
10/06/2023,0.5533
10/07/2023,0.5805
10/08/2023,0.5621
10/09/2023,0.5435
10/10/2023,0.5478
10/11/2023,0.5224
10/12/2023,0.5142
10/13/2023,0.5136
10/14/2023,0.5161
10/15/2023,0.5151
10/16/2023,0.5179
10/17/2023,0.5234
10/18/2023,0.5543
10/19/2023,0.5279
10/20/2023,0.5235
10/21/2023,0.5148
10/22/2023,0.506
10/23/2023,0.5043
10/24/2023,0.4928
10/25/2023,0.4896
10/26/2023,0.4772
10/27/2023,0.4739
10/28/2023,0.4673
10/29/2023,0.4622
10/30/2023,0.4565
10/31/2023,0.459
11/01/2023,0.4391
11/02/2023,0.4301
11/03/2023,0.4319
11/04/2023,0.423
11/05/2023,0.4108
11/06/2023,0.4001
11/07/2023,0.4059
11/08/2023,0.4309
11/09/2023,0.4184
11/10/2023,0.4126
11/11/2023,0.3958
11/12/2023,0.3931
11/13/2023,0.3841
11/14/2023,0.3851
11/15/2023,0.3784
11/16/2023,0.3714
11/17/2023,0.3729
11/18/2023,0.3657
11/19/2023,0.3715
11/20/2023,0.3646
11/21/2023,0.3568
11/22/2023,0.3594
11/23/2023,0.3609
11/24/2023,0.3542
11/25/2023,0.3419
11/26/2023,0.3415
11/27/2023,0.3388
11/28/2023,0.3358
11/29/2023,0.3316
11/30/2023,0.3528
12/01/2023,0.3793
12/02/2023,0.3661
12/03/2023,0.357
12/04/2023,0.3464
12/05/2023,0.3372
12/06/2023,0.3312
12/07/2023,0.3334
12/08/2023,0.3164
12/09/2023,0.3091
12/10/2023,0.3163
12/11/2023,0.3148
12/12/2023,0.3087
12/13/2023,0.2914
12/14/2023,0.3053
12/15/2023,0.3315
12/16/2023,0.3185
12/17/2023,0.3201
12/18/2023,0.3035
12/19/2023,0.3066
12/20/2023,0.3031
12/21/2023,0.2926
12/22/2023,0.2906
12/23/2023,0.2858
12/24/2023,0.2883
12/25/2023,0.2707
12/26/2023,0.2735
12/27/2023,0.2679
12/28/2023,0.271
12/29/2023,0.2602
12/30/2023,0.2537
12/31/2023,0.2581
01/01/2024,0.2595
01/02/2024,0.2625
01/03/2024,0.2515
01/04/2024,0.2546
01/05/2024,0.2565
01/06/2024,0.2541
01/07/2024,0.2581
01/08/2024,0.2775
01/09/2024,0.2761
01/10/2024,0.2871
01/11/2024,0.2848
01/12/2024,0.2876
01/13/2024,0.2958
01/14/2024,0.2913
01/15/2024,0.2821
01/16/2024,0.281
01/17/2024,0.2733
01/18/2024,0.2706
01/19/2024,0.2739
01/20/2024,0.2861
01/21/2024,0.294
01/22/2024,0.2935
01/23/2024,0.2942
01/24/2024,0.3036
01/25/2024,0.3246
01/26/2024,0.3263
01/27/2024,0.3337
01/28/2024,0.3302
01/29/2024,0.3234
01/30/2024,0.3315
01/31/2024,0.3276
02/01/2024,0.3264
02/02/2024,0.3228
02/03/2024,0.323
02/04/2024,0.3207
02/05/2024,0.32
02/06/2024,0.3163
02/07/2024,0.3177
02/08/2024,0.3058
02/09/2024,0.3015
02/10/2024,0.3013
02/11/2024,0.3015
02/12/2024,0.2966
02/13/2024,0.2988
02/14/2024,0.2952
02/15/2024,0.2863
02/16/2024,0.2985
02/17/2024,0.2898
02/18/2024,0.2891
02/19/2024,0.2945
02/20/2024,0.3004
02/21/2024,0.3088
02/22/2024,0.3132
02/23/2024,0.3072
02/24/2024,0.3046
02/25/2024,0.3218
02/26/2024,0.3241
02/27/2024,0.3275
02/28/2024,0.3381
02/29/2024,0.3176
03/01/2024,0.3133
03/02/2024,0.3133
03/03/2024,0.3228
03/04/2024,0.3387
03/05/2024,0.3392
03/06/2024,0.321
03/07/2024,0.3243
03/08/2024,0.3306
03/09/2024,0.3377
03/10/2024,0.3483
03/11/2024,0.3704
03/12/2024,0.3768
03/13/2024,0.3759
03/14/2024,0.3568
03/15/2024,0.3606
03/16/2024,0.3605
03/17/2024,0.357
03/18/2024,0.3668
03/19/2024,0.3547
03/20/2024,0.348
03/21/2024,0.3542
03/22/2024,0.3663
03/23/2024,0.3522
03/24/2024,0.3541
03/25/2024,0.3528
03/26/2024,0.3444
03/27/2024,0.3408
03/28/2024,0.3404
03/29/2024,0.3393
03/30/2024,0.3391
03/31/2024,0.3592
04/01/2024,0.3583
04/02/2024,0.4047
04/03/2024,0.4656
04/04/2024,0.5685
04/05/2024,0.5362
04/06/2024,0.5935
04/07/2024,0.717
04/08/2024,0.6693
04/09/2024,0.6474
04/10/2024,0.5988
04/11/2024,0.664
04/12/2024,0.6327
04/13/2024,0.5801
04/14/2024,0.6552
04/15/2024,0.6488
04/16/2024,0.6482
04/17/2024,0.6625
04/18/2024,0.6936
04/19/2024,0.6859
04/20/2024,0.6759
04/21/2024,0.6625
