Date,WMT
12/10/2022,0.1718707788
12/11/2022,0.1774877048
12/12/2022,0.1784601486
12/13/2022,0.180648251
12/14/2022,0.1799194426
12/15/2022,0.1799104593
12/16/2022,0.158389186
12/17/2022,0.1609407
12/18/2022,0.1583361575
12/19/2022,0.1517158112
12/20/2022,0.1557150084
12/21/2022,0.1567782722
12/22/2022,0.1544781506
12/23/2022,0.1504428771
12/24/2022,0.150303756
12/25/2022,0.15608054
12/26/2022,0.1582761902
12/27/2022,0.156117852
12/28/2022,0.151262202
12/29/2022,0.149975202
12/30/2022,0.1499125485
12/31/2022,0.1472141418
01/01/2023,0.1538339589
01/02/2023,0.1516368472
01/03/2023,0.1532449352
01/04/2023,0.1640056979
01/05/2023,0.1627528896
01/06/2023,0.1768325592
01/07/2023,0.185715771
01/08/2023,0.2021652864
01/09/2023,0.208494565
01/10/2023,0.2028177344
01/11/2023,0.203977368
01/12/2023,0.2026033152
01/13/2023,0.2034862335
01/14/2023,0.2070537896
01/15/2023,0.2010761952
01/16/2023,0.191331864
01/17/2023,0.1848784067
01/18/2023,0.1709673885
01/19/2023,0.1737204177
01/20/2023,0.1853555224
01/21/2023,0.1851034416
01/22/2023,0.1872801962
01/23/2023,0.1850108208
01/24/2023,0.1822713681
01/25/2023,0.180170325
01/26/2023,0.1839865619
01/27/2023,0.2013355304
01/28/2023,0.1985931094
01/29/2023,0.205290134
01/30/2023,0.1853242225
01/31/2023,0.1912019066
02/01/2023,0.1908355372
02/02/2023,0.1874111982
02/03/2023,0.1875310368
02/04/2023,0.1825148916
02/05/2023,0.1876408632
02/06/2023,0.189680816
02/07/2023,0.210144144
02/08/2023,0.2022571389
02/09/2023,0.1840569887
02/10/2023,0.191080728
02/11/2023,0.1922804016
02/12/2023,0.1892153424
02/13/2023,0.1845605764
02/14/2023,0.1898198192
02/15/2023,0.203705628
02/16/2023,0.1932915666
02/17/2023,0.1997902078
02/18/2023,0.197883197
02/19/2023,0.199253286
02/20/2023,0.2013146949
02/21/2023,0.2003681202
02/22/2023,0.1997887177
02/23/2023,0.1978313795
02/24/2023,0.1926402854
02/25/2023,0.1918355016
02/26/2023,0.1923087276
02/27/2023,0.1917544245
02/28/2023,0.1893735342
03/01/2023,0.1949165604
03/02/2023,0.1988819874
03/03/2023,0.1941262368
03/04/2023,0.1939580236
03/05/2023,0.1930583154
03/06/2023,0.1911152917
03/07/2023,0.1881109236
03/08/2023,0.1809553746
03/09/2023,0.1755254904
03/10/2023,0.1751094126
03/11/2023,0.1735782896
03/12/2023,0.1807882167
03/13/2023,0.1874197815
03/14/2023,0.1875101368
03/15/2023,0.1804007809
03/16/2023,0.1799042607
03/17/2023,0.1830436328
03/18/2023,0.1766903952
03/19/2023,0.1764651
03/20/2023,0.173947185
03/21/2023,0.1883651464
03/22/2023,0.1837683848
03/23/2023,0.1881431565
03/24/2023,0.1856227865
03/25/2023,0.1839883092
03/26/2023,0.1849267795
03/27/2023,0.182256525
03/28/2023,0.1886709188
03/29/2023,0.1967472884
03/30/2023,0.1916552769
03/31/2023,0.1956318392
04/01/2023,0.1847164684
04/02/2023,0.1812181491
04/03/2023,0.1803293462
04/04/2023,0.1796828313
04/05/2023,0.1762499088
04/06/2023,0.17359413
04/07/2023,0.1765908729
04/08/2023,0.175001163
04/09/2023,0.1721663674
04/10/2023,0.1746354611
04/11/2023,0.17864792
04/12/2023,0.1774647495
04/13/2023,0.179670298
04/14/2023,0.180767292
04/15/2023,0.184802256
04/16/2023,0.184225689
04/17/2023,0.1779216366
04/18/2023,0.177057048
04/19/2023,0.1715146125
04/20/2023,0.1659427071
04/21/2023,0.1606812044
04/22/2023,0.1607588874
04/23/2023,0.1566114
04/24/2023,0.153758358
04/25/2023,0.1550451994
04/26/2023,0.157788714
04/27/2023,0.1558632929
04/28/2023,0.1507561836
04/29/2023,0.144599456
04/30/2023,0.136491099
05/01/2023,0.1466961744
05/02/2023,0.1490304492
05/03/2023,0.1500525078
05/04/2023,0.1521895744
05/05/2023,0.152348024
05/06/2023,0.1541002426
05/07/2023,0.1506116376
05/08/2023,0.1453800472
05/09/2023,0.1436306088
05/10/2023,0.1423517576
05/11/2023,0.1394431047
05/12/2023,0.1414427734
05/13/2023,0.1382737428
05/14/2023,0.1392578316
05/15/2023,0.1365563112
05/16/2023,0.135140742
05/17/2023,0.13470249
05/18/2023,0.1340224956
05/19/2023,0.13182097
05/20/2023,0.131522163
05/21/2023,0.1312081683
05/22/2023,0.130638935
05/23/2023,0.1327073688
05/24/2023,0.1330546802
05/25/2023,0.1311444144
05/26/2023,0.1299487604
05/27/2023,0.1313417694
05/28/2023,0.1331304524
05/29/2023,0.1314471446
05/30/2023,0.1343933304
05/31/2023,0.1352718039
06/01/2023,0.1339266528
06/02/2023,0.141485696
06/03/2023,0.1496967468
06/04/2023,0.1520969711
06/05/2023,0.1405595895
06/06/2023,0.145589094
06/07/2023,0.1354534434
06/08/2023,0.1364045697
06/09/2023,0.1263430077
06/10/2023,0.1169129202
06/11/2023,0.110605991
06/12/2023,0.1104042672
06/13/2023,0.1104343776
06/14/2023,0.1076857566
06/15/2023,0.1051757355
06/16/2023,0.1060372365
06/17/2023,0.1050094752
06/18/2023,0.1035762147
06/19/2023,0.1024835008
06/20/2023,0.1029412832
06/21/2023,0.1080268
06/22/2023,0.1113640668
06/23/2023,0.1166063706
06/24/2023,0.1150767616
06/25/2023,0.1168423025
06/26/2023,0.1113285734
06/27/2023,0.111341672
06/28/2023,0.1035012706
06/29/2023,0.1049623276
06/30/2023,0.11119545
07/01/2023,0.114538812
07/02/2023,0.1135801895
07/03/2023,0.1151464546
07/04/2023,0.1137979735
07/05/2023,0.1084972394
07/06/2023,0.10625803
07/07/2023,0.107607355
07/08/2023,0.1071920888
07/09/2023,0.1065224113
07/10/2023,0.1067870628
07/11/2023,0.1082255328
07/12/2023,0.1086018838
07/13/2023,0.1470332038
07/14/2023,0.1413515499
07/15/2023,0.1412834085
07/16/2023,0.1342665376
07/17/2023,0.129370446
07/18/2023,0.1231440394
07/19/2023,0.1232261017
07/20/2023,0.1201785586
07/21/2023,0.1255047752
07/22/2023,0.1255815688
07/23/2023,0.1285778802
07/24/2023,0.1242302321
07/25/2023,0.1234005003
07/26/2023,0.1244042537
07/27/2023,0.12288699
07/28/2023,0.1233359176
07/29/2023,0.123417069
07/30/2023,0.1216449582
07/31/2023,0.118690368
08/01/2023,0.118711233
08/02/2023,0.1132289198
08/03/2023,0.1146605344
08/04/2023,0.1244551896
08/05/2023,0.1289324939
08/06/2023,0.1363730858
08/07/2023,0.1352198768
08/08/2023,0.143691737
08/09/2023,0.13777155
08/10/2023,0.135953283
08/11/2023,0.13351975
08/12/2023,0.1326399165
08/13/2023,0.1299415128
08/14/2023,0.129612506
08/15/2023,0.1246194774
08/16/2023,0.1156328784
08/17/2023,0.1067088902
08/18/2023,0.10621653
08/19/2023,0.1056872564
08/20/2023,0.1082836
08/21/2023,0.1056137327
08/22/2023,0.1084362102
08/23/2023,0.1094101095
08/24/2023,0.109145382
08/25/2023,0.107982688
08/26/2023,0.1068863488
08/27/2023,0.1099096712
08/28/2023,0.1098084004
08/29/2023,0.1127121513
08/30/2023,0.109316621
08/31/2023,0.1060819442
09/01/2023,0.107279774
09/02/2023,0.107129763
09/03/2023,0.1076121151
09/04/2023,0.108990123
09/05/2023,0.1105936902
09/06/2023,0.1102299426
09/07/2023,0.109891808
09/08/2023,0.110752698
09/09/2023,0.1093057504
09/10/2023,0.1096326904
09/11/2023,0.1052631296
09/12/2023,0.104076771
09/13/2023,0.1058752536
09/14/2023,0.1071789327
09/15/2023,0.1055708316
09/16/2023,0.1071615644
09/17/2023,0.1060491008
09/18/2023,0.1076956554
09/19/2023,0.109327858
09/20/2023,0.107848618
09/21/2023,0.107558381
09/22/2023,0.1092107198
09/23/2023,0.116174776
09/24/2023,0.116166428
09/25/2023,0.1160312439
09/26/2023,0.1160963745
09/27/2023,0.1183319694
09/28/2023,0.120773376
09/29/2023,0.123021248
09/30/2023,0.1244576253
10/01/2023,0.126087409
10/02/2023,0.126382831
10/03/2023,0.1282430564
10/04/2023,0.1318098145
10/05/2023,0.1365001803
10/06/2023,0.1465536776
10/07/2023,0.1501956675
10/08/2023,0.1442511609
10/09/2023,0.136767427
10/10/2023,0.1364794398
10/11/2023,0.1295557224
10/12/2023,0.1264530924
10/13/2023,0.1264205856
10/14/2023,0.1274823771
10/15/2023,0.1274130756
10/16/2023,0.1302844777
10/17/2023,0.129339991
10/18/2023,0.1349459979
10/19/2023,0.1303506517
10/20/2023,0.131470743
10/21/2023,0.133119558
10/22/2023,0.133367938
10/23/2023,0.1411808022
10/24/2023,0.1374877504
10/25/2023,0.1373602176
10/26/2023,0.1370957424
10/27/2023,0.1371788852
10/28/2023,0.136101125
10/29/2023,0.1364798026
10/30/2023,0.138198071
10/31/2023,0.134536113
11/01/2023,0.1350052469
11/02/2023,0.1389833742
11/03/2023,0.1421041699
11/04/2023,0.138973266
11/05/2023,0.140850996
11/06/2023,0.1453995408
11/07/2023,0.1427026689
11/08/2023,0.154413015
11/09/2023,0.154111364
11/10/2023,0.159350246
11/11/2023,0.1522104312
11/12/2023,0.1507078573
11/13/2023,0.1376672015
11/14/2023,0.137815737
11/15/2023,0.1435240928
11/16/2023,0.1380738924
11/17/2023,0.1367084961
11/18/2023,0.1381226958
11/19/2023,0.1428510375
11/20/2023,0.1387966572
11/21/2023,0.1279595408
11/22/2023,0.136809204
11/23/2023,0.1395510075
11/24/2023,0.1367966446
11/25/2023,0.1349858809
11/26/2023,0.1325651775
11/27/2023,0.1281880292
11/28/2023,0.1294925392
11/29/2023,0.1265969216
11/30/2023,0.132615756
12/01/2023,0.1457278186
12/02/2023,0.1456338478
12/03/2023,0.141070335
12/04/2023,0.1409193304
12/05/2023,0.1435318776
12/06/2023,0.1465248672
12/07/2023,0.1521744288
12/08/2023,0.1727294044
12/09/2023,0.17884526
12/10/2023,0.1879312265
12/11/2023,0.1734614108
12/12/2023,0.1779368409
12/13/2023,0.1938521016
12/14/2023,0.1964538334
12/15/2023,0.199366752
12/16/2023,0.1935234665
12/17/2023,0.1857585114
12/18/2023,0.1824135155
12/19/2023,0.17678556
12/20/2023,0.1786256199
12/21/2023,0.1862688674
12/22/2023,0.1813971696
12/23/2023,0.1756378184
12/24/2023,0.1712372265
12/25/2023,0.1693826747
12/26/2023,0.1665065265
12/27/2023,0.1697240265
12/28/2023,0.167321362
12/29/2023,0.1583301388
12/30/2023,0.1527182668
12/31/2023,0.1533643105
01/01/2024,0.161697045
01/02/2024,0.1589875875
01/03/2024,0.140157429
01/04/2024,0.1452663582
01/05/2024,0.138828573
01/06/2024,0.1329204723
01/07/2024,0.1275463094
01/08/2024,0.15010974
01/09/2024,0.1412326047
01/10/2024,0.1626843537
01/11/2024,0.1658045792
01/12/2024,0.1574129708
01/13/2024,0.1624935888
01/14/2024,0.1532182653
01/15/2024,0.1489942181
01/16/2024,0.150524956
01/17/2024,0.1440370257
01/18/2024,0.1358071044
01/19/2024,0.1378130589
01/20/2024,0.1473429305
01/21/2024,0.14791287
01/22/2024,0.140440337
01/23/2024,0.1402595558
01/24/2024,0.1446034656
01/25/2024,0.1514190834
01/26/2024,0.1583514322
01/27/2024,0.1622853177
01/28/2024,0.1617052138
01/29/2024,0.169873935
01/30/2024,0.1704456975
01/31/2024,0.1632286656
02/01/2024,0.1654923072
02/02/2024,0.1659056424
02/03/2024,0.165654103
02/04/2024,0.1585078992
02/05/2024,0.1578688
02/06/2024,0.1576638469
02/07/2024,0.1594132821
02/08/2024,0.1618504602
02/09/2024,0.163048788
02/10/2024,0.1661404356
02/11/2024,0.163235115
02/12/2024,0.1661051946
02/13/2024,0.1628448048
02/14/2024,0.1704195504
02/15/2024,0.1741743269
02/16/2024,0.178763292
02/17/2024,0.1762986708
02/18/2024,0.1788759994
02/19/2024,0.1858480535
02/20/2024,0.186898366
02/21/2024,0.1848038304
02/22/2024,0.1835045064
02/23/2024,0.1791719424
02/24/2024,0.1817536016
02/25/2024,0.1903057622
02/26/2024,0.2008564376
02/27/2024,0.20443074
02/28/2024,0.2133610479
02/29/2024,0.2082331696
03/01/2024,0.2252880773
03/02/2024,0.2321327424
03/03/2024,0.2350752264
03/04/2024,0.2612372778
03/05/2024,0.235231808
03/06/2024,0.235556541
03/07/2024,0.2415198306
03/08/2024,0.2396367324
03/09/2024,0.2511518801
03/10/2024,0.2498101641
03/11/2024,0.286759976
03/12/2024,0.281867124
03/13/2024,0.287405622
03/14/2024,0.2677691232
03/15/2024,0.2619546246
03/16/2024,0.2377623675
03/17/2024,0.243152343
03/18/2024,0.2425494344
03/19/2024,0.2081783958
03/20/2024,0.222539388
03/21/2024,0.2238076456
03/22/2024,0.2246382369
03/23/2024,0.2204285964
03/24/2024,0.2288041937
03/25/2024,0.2317716072
03/26/2024,0.2290377096
03/27/2024,0.2210030064
03/28/2024,0.2215302776
03/29/2024,0.2254319379
03/30/2024,0.2185045106
03/31/2024,0.2336333784
04/01/2024,0.2227493772
04/02/2024,0.2351254389
04/03/2024,0.2659870368
04/04/2024,0.3314099175
04/05/2024,0.3082259908
04/06/2024,0.346804603
04/07/2024,0.422652858
04/08/2024,0.4110566187
04/09/2024,0.3831915282
04/10/2024,0.351049494
04/11/2024,0.389230824
04/12/2024,0.3186119025
04/13/2024,0.2598314308
04/14/2024,0.3072304872
04/15/2024,0.298963796
04/16/2024,0.297267761
04/17/2024,0.2943454375
04/18/2024,0.3177686784
04/19/2024,0.3215389456
04/20/2024,0.3419432172
04/21/2024,0.33078095
