Date,Date(UK),O,H,L,C,V,ADA-USD
01/11/2024,2024-01-11,0.2871,0.2939,0.2839,0.2848,362.654,0.582179
01/12/2024,2024-01-12,0.2848,0.2892,0.2838,0.2876,130.166,0.547333
01/13/2024,2024-01-13,0.2876,0.298,0.287,0.2958,169.036,0.549336
01/14/2024,2024-01-14,0.2958,0.296,0.2898,0.2913,75.346,0.525981
01/15/2024,2024-01-15,0.2913,9.2913,0.2816,0.2821,93.603,0.528161
01/16/2024,2024-01-16,0.2821,0.2877,0.2739,0.281,295.051,0.535676
01/17/2024,2024-01-17,0.281,9.281,0.2733,0.2733,139.559,0.527029
01/18/2024,2024-01-18,0.2733,0.2746,0.27,0.2706,130.826,0.501874
01/19/2024,2024-01-19,0.2706,0.2824,0.2704,0.2739,237.836,0.503151
01/20/2024,2024-01-20,0.2739,0.2864,0.2735,0.2861,212.182,0.515005
01/21/2024,2024-01-21,0.2861,0.3053,0.2857,0.294,554.736,0.503105
01/22/2024,2024-01-22,0.294,0.2959,0.2903,0.2935,140.75,0.478502
01/23/2024,2024-01-23,0.2935,0.3031,0.2832,0.2942,325.899,0.476749
01/24/2024,2024-01-24,0.2942,0.3067,0.2846,0.3036,458.178,0.476296
01/25/2024,2024-01-25,0.3036,0.3384,0.3036,0.3246,742.843,0.466479
01/26/2024,2024-01-26,0.3246,0.3279,0.3199,0.3263,128.097,0.485294
01/27/2024,2024-01-27,0.3263,0.3362,0.3225,0.3337,422.952,0.486321
01/28/2024,2024-01-28,0.3337,0.3337,0.3272,0.3302,227.206,0.489719
01/29/2024,2024-01-29,0.3302,0.3319,0.3225,0.3234,325.661,0.525275
01/30/2024,2024-01-30,0.3234,0.3315,0.3198,0.3315,276.016,0.514165
01/31/2024,2024-01-31,0.3315,0.3344,0.325,0.3276,325.985,0.498256
02/01/2024,2024-02-01,0.3276,0.333,0.3255,0.3264,225.26,0.507023
02/02/2024,2024-02-02,0.3264,0.3274,0.318,0.3228,239.67,0.513958
02/03/2024,2024-02-03,0.3228,0.3244,0.3209,0.323,103.749,0.512861
02/04/2024,2024-02-04,0.323,0.3266,0.3155,0.3207,208.661,0.494256
02/05/2024,2024-02-05,0.3207,0.3239,0.3148,0.32,148.889,0.49334
02/06/2024,2024-02-06,0.32,0.3204,0.3162,0.3163,78.979,0.498463
02/07/2024,2024-02-07,0.3163,0.3234,0.3163,0.3177,158.948,0.501773
02/08/2024,2024-02-08,0.3177,0.3177,0.3026,0.3058,168.766,0.529269
02/09/2024,2024-02-09,0.3058,0.3074,0.2997,0.3015,142.317,0.540792
02/10/2024,2024-02-10,0.3015,0.3064,0.3013,0.3013,106.052,0.551412
02/11/2024,2024-02-11,0.3013,0.3022,0.2982,0.3015,128.309,0.54141
02/12/2024,2024-02-12,0.3015,0.3058,0.2944,0.2966,131.429,0.560031
02/13/2024,2024-02-13,0.2966,0.2999,0.2928,0.2988,221.907,0.544996
02/14/2024,2024-02-14,0.2988,0.2988,0.2895,0.2952,248.416,0.577302
02/15/2024,2024-02-15,0.2952,0.2952,0.2821,0.2863,239.825,0.608363
02/16/2024,2024-02-16,0.2863,0.3021,0.2856,0.2985,225.386,0.598872
02/17/2024,2024-02-17,0.2985,0.3003,0.2696,0.2898,462.26,0.608346
02/18/2024,2024-02-18,0.2898,0.2912,0.2858,0.2891,106.195,0.618734
02/19/2024,2024-02-19,0.2891,0.295,0.2883,0.2945,177.939,0.631063
02/20/2024,2024-02-20,0.2945,0.3044,0.2931,0.3004,356.247,0.622165
02/21/2024,2024-02-21,0.3004,0.3172,0.3004,0.3088,393.401,0.598458
02/22/2024,2024-02-22,0.3088,0.3166,0.3063,0.3132,265.914,0.585902
02/23/2024,2024-02-23,0.3132,0.3148,0.3051,0.3072,165.591,0.583242
02/24/2024,2024-02-24,0.3072,0.3154,0.2946,0.3046,454.734,0.596696
02/25/2024,2024-02-25,0.3046,0.3245,0.3039,0.3218,311.189,0.591379
02/26/2024,2024-02-26,0.3218,0.3362,0.3213,0.3241,365.585,0.619736
02/27/2024,2024-02-27,0.3241,0.3304,0.32,0.3275,358.089,0.624216
02/28/2024,2024-02-28,0.3275,0.3493,0.3275,0.3381,444.072,0.631059
02/29/2024,2024-02-29,0.3381,0.3381,0.3065,0.3176,556.891,0.655646
03/01/2024,2024-03-01,0.3176,0.3295,0.3132,0.3133,332.648,0.719081
03/02/2024,2024-03-02,0.3133,0.319,0.3097,0.3133,230.914,0.740928
03/03/2024,2024-03-03,0.3133,0.3228,0.3131,0.3228,159.288,0.728238
03/04/2024,2024-03-04,0.3228,0.3444,0.3202,0.3387,641.582,0.771294
03/05/2024,2024-03-05,0.3387,0.3524,0.3262,0.3392,669.038,0.69349
03/06/2024,2024-03-06,0.3392,0.3418,0.3207,0.321,382.023,0.733821
03/07/2024,2024-03-07,0.321,0.3261,0.3146,0.3243,303.157,0.744742
03/08/2024,2024-03-08,0.3243,0.333,0.3188,0.3306,513.575,0.724854
03/09/2024,2024-03-09,0.3306,0.3397,0.328,0.3377,314.097,0.743713
03/10/2024,2024-03-10,0.3377,0.3516,0.3377,0.3483,321.23,0.717227
03/11/2024,2024-03-11,0.3483,0.3772,0.3401,0.3704,614.065,0.77419
03/12/2024,2024-03-12,0.3704,0.3838,0.3649,0.3768,366.205,0.748055
03/13/2024,2024-03-13,0.3768,0.3817,0.3748,0.3759,249.321,0.76458
03/14/2024,2024-03-14,0.3759,0.3817,0.3565,0.3568,297.031,0.750474
03/15/2024,2024-03-15,0.3568,0.3682,0.3509,0.3606,339.947,0.726441
03/16/2024,2024-03-16,0.3606,0.3623,0.3541,0.3605,207.286,0.659535
03/17/2024,2024-03-17,0.3605,0.3605,0.3275,0.357,724.322,0.681099
03/18/2024,2024-03-18,0.357,0.3819,0.357,0.3668,442.118,0.661258
03/19/2024,2024-03-19,0.3668,0.384,0.352,0.3547,1125,0.586914
03/20/2024,2024-03-20,0.3547,0.3553,0.3474,0.348,229.027,0.639481
03/21/2024,2024-03-21,0.348,0.3591,0.3473,0.3542,148.75,0.631868
03/22/2024,2024-03-22,0.3542,0.3703,0.3542,0.3663,202.493,0.613263
03/23/2024,2024-03-23,0.3663,0.3663,0.3429,0.3522,267.658,0.625862
03/24/2024,2024-03-24,0.3522,0.3607,0.342,0.3541,275.098,0.646157
03/25/2024,2024-03-25,0.3541,0.3573,0.3478,0.3528,276.739,0.656949
03/26/2024,2024-03-26,0.3528,0.3529,0.344,0.3444,126.233,0.665034
03/27/2024,2024-03-27,0.3444,0.3474,0.3377,0.3408,183.503,0.648483
03/28/2024,2024-03-28,0.3408,0.3451,0.3373,0.3404,240.317,0.650794
03/29/2024,2024-03-29,0.3404,0.3415,0.3369,0.3393,133.279,0.664403
03/30/2024,2024-03-30,0.3393,0.3414,0.3351,0.3391,121.918,0.644366
03/31/2024,2024-03-31,0.3391,0.3592,0.339,0.3592,186.194,0.650427
04/01/2024,2024-04-01,0.3592,0.3636,0.3562,0.3583,204.303,0.621684
04/02/2024,2024-04-02,0.3583,0.4067,0.3559,0.4047,711.515,0.580987
04/03/2024,2024-04-03,0.4047,0.5013,0.4045,0.4656,4095,0.571278
04/04/2024,2024-04-04,0.4656,0.5943,0.4656,0.5685,3823,0.582955
04/05/2024,2024-04-05,0.5685,0.5888,0.532,0.5362,1742,0.574834
04/06/2024,2024-04-06,0.5362,0.6205,0.5287,0.5935,1253,0.584338
04/07/2024,2024-04-07,0.5935,0.7266,0.5901,0.717,3847,0.589474
04/08/2024,2024-04-08,0.717,0.7376,0.6487,0.6693,2754,0.614159
04/09/2024,2024-04-09,0.6693,0.6694,0.6025,0.6474,2069,0.591893
04/10/2024,2024-04-10,0.6474,0.6803,0.5607,0.5988,1764,0.586255
04/11/2024,2024-04-11,0.5988,0.664,0.5977,0.664,931.675,0.586191
04/12/2024,2024-04-12,0.664,0.6751,0.6202,0.6327,967.018,0.503575
04/13/2024,2024-04-13,0.6327,0.6499,0.5017,0.5801,3333,0.447908
04/14/2024,2024-04-14,0.5801,0.6552,0.5801,0.6552,1025,0.468911
04/15/2024,2024-04-15,0.6552,0.662,0.6236,0.6488,999.057,0.460795
04/16/2024,2024-04-16,0.6488,0.665,0.6455,0.6482,447.601,0.458605
04/17/2024,2024-04-17,0.6482,0.6628,0.6359,0.6625,526.818,0.444295
04/18/2024,2024-04-18,0.6625,0.6946,0.6336,0.6936,1326,0.458144
04/19/2024,2024-04-19,0.6936,0.7084,0.6433,0.6859,1561,0.468784
04/20/2024,2024-04-20,0.6859,0.6869,0.6653,0.6759,280.945,0.505908
04/21/2024,2024-04-21,0.6759,0.6784,0.659,0.6625,350.083,0.499292
